tick,x,y,theta,target,distance_to_goal,battery,obstacle_danger,left_obstacle,right_obstacle,behavior,v_left,v_right
1,-3.000,-0.000,0.782,GOAL,4.123,99.97,0.144,0.664,0.674,NavigateToGoal,5.075,2.925
2,-2.996,-0.000,0.732,GOAL,4.120,99.94,0.147,0.696,0.681,NavigateToGoal,4.973,3.027
3,-2.992,-0.000,0.687,GOAL,4.116,99.91,0.122,0.664,0.671,NavigateToGoal,4.883,3.117
4,-2.988,-0.000,0.646,GOAL,4.112,99.88,0.135,0.656,0.667,NavigateToGoal,4.801,3.199
5,-2.984,-0.000,0.610,GOAL,4.108,99.85,0.185,0.680,0.676,NavigateToGoal,4.728,3.272
6,-2.980,-0.000,0.577,GOAL,4.104,99.82,0.139,0.634,0.648,NavigateToGoal,4.661,3.339
7,-2.976,-0.000,0.547,GOAL,4.100,99.79,0.159,0.694,0.654,NavigateToGoal,4.601,3.399
8,-2.971,-0.000,0.520,GOAL,4.095,99.76,0.157,0.679,0.644,NavigateToGoal,4.546,3.454
9,-2.967,-0.000,0.495,GOAL,4.091,99.73,0.145,0.676,0.676,NavigateToGoal,4.496,3.504
10,-2.962,-0.000,0.473,GOAL,4.087,99.70,0.177,0.673,0.673,NavigateToGoal,4.451,3.549
11,-2.958,-0.000,0.453,GOAL,4.082,99.67,0.169,0.683,0.680,NavigateToGoal,4.410,3.590
12,-2.953,-0.000,0.434,GOAL,4.078,99.64,0.168,0.650,0.688,NavigateToGoal,4.373,3.627
13,-2.949,-0.000,0.417,GOAL,4.073,99.61,0.154,0.647,0.691,NavigateToGoal,4.339,3.661
14,-2.944,-0.000,0.402,GOAL,4.069,99.58,0.140,0.681,0.692,NavigateToGoal,4.308,3.692
15,-2.939,-0.000,0.388,GOAL,4.064,99.55,0.141,0.666,0.678,NavigateToGoal,4.279,3.721
16,-2.934,-0.000,0.376,GOAL,4.059,99.52,0.171,0.690,0.643,NavigateToGoal,4.254,3.746
17,-2.930,-0.000,0.364,GOAL,4.055,99.49,0.135,0.660,0.685,NavigateToGoal,4.230,3.770
18,-2.925,-0.000,0.354,GOAL,4.050,99.46,0.116,0.640,0.679,NavigateToGoal,4.209,3.791
19,-2.920,-0.000,0.345,GOAL,4.046,99.43,0.112,0.683,0.643,NavigateToGoal,4.190,3.810
20,-2.915,-0.000,0.336,GOAL,4.041,99.40,0.130,0.663,0.682,NavigateToGoal,4.172,3.828
21,-2.910,-0.000,0.328,GOAL,4.036,99.37,0.156,0.664,0.644,NavigateToGoal,4.156,3.844
22,-2.906,-0.000,0.321,GOAL,4.032,99.34,0.110,0.666,0.670,NavigateToGoal,4.141,3.859
23,-2.901,-0.000,0.315,GOAL,4.027,99.31,0.142,0.662,0.686,NavigateToGoal,4.128,3.872
24,-2.896,-0.000,0.309,GOAL,4.022,99.28,0.153,0.699,0.636,NavigateToGoal,4.116,3.884
25,-2.891,-0.000,0.304,GOAL,4.017,99.25,0.165,0.681,0.674,NavigateToGoal,4.105,3.895
26,-2.886,-0.000,0.299,GOAL,4.013,99.22,0.138,0.659,0.683,NavigateToGoal,4.095,3.905
27,-2.881,-0.000,0.295,GOAL,4.008,99.19,0.138,0.683,0.657,NavigateToGoal,4.086,3.914
28,-2.876,-0.000,0.291,GOAL,4.003,99.16,0.119,0.668,0.650,NavigateToGoal,4.078,3.922
29,-2.871,-0.000,0.288,GOAL,3.998,99.13,0.221,0.651,0.715,NavigateToGoal,4.070,3.930
30,-2.866,-0.000,0.285,GOAL,3.994,99.10,0.188,0.695,0.713,NavigateToGoal,4.063,3.937
31,-2.861,-0.000,0.282,GOAL,3.989,99.07,0.126,0.690,0.665,NavigateToGoal,4.057,3.943
32,-2.857,-0.000,0.279,GOAL,3.984,99.04,0.145,0.668,0.665,NavigateToGoal,4.051,3.949
33,-2.852,-0.000,0.277,GOAL,3.979,99.01,0.140,0.656,0.687,NavigateToGoal,4.046,3.954
34,-2.847,-0.000,0.275,GOAL,3.975,98.98,0.136,0.662,0.674,NavigateToGoal,4.041,3.959
35,-2.842,-0.000,0.273,GOAL,3.970,98.95,0.151,0.685,0.686,NavigateToGoal,4.037,3.963
36,-2.837,-0.000,0.272,GOAL,3.965,98.92,0.160,0.670,0.668,NavigateToGoal,4.033,3.967
37,-2.832,-0.000,0.270,GOAL,3.960,98.89,0.148,0.668,0.661,NavigateToGoal,4.029,3.971
38,-2.827,-0.000,0.269,GOAL,3.955,98.86,0.167,0.673,0.682,NavigateToGoal,4.026,3.974
39,-2.822,-0.000,0.268,GOAL,3.951,98.83,0.195,0.652,0.699,NavigateToGoal,4.023,3.977
40,-2.817,-0.000,0.267,GOAL,3.946,98.80,0.194,0.659,0.689,NavigateToGoal,4.021,3.979
41,-2.812,-0.000,0.266,GOAL,3.941,98.77,0.200,0.641,0.673,NavigateToGoal,4.018,3.982
42,-2.807,-0.000,0.265,GOAL,3.936,98.74,0.159,0.682,0.668,NavigateToGoal,4.016,3.984
43,-2.802,-0.000,0.264,GOAL,3.932,98.71,0.129,0.691,0.682,NavigateToGoal,4.014,3.986
44,-2.797,-0.000,0.263,GOAL,3.927,98.68,0.135,0.666,0.683,NavigateToGoal,4.012,3.988
45,-2.792,-0.000,0.263,GOAL,3.922,98.65,0.128,0.648,0.647,NavigateToGoal,4.010,3.990
46,-2.787,-0.000,0.262,GOAL,3.917,98.62,0.146,0.676,0.681,NavigateToGoal,4.009,3.991
47,-2.783,-0.000,0.262,GOAL,3.912,98.59,0.115,0.657,0.660,NavigateToGoal,4.007,3.993
48,-2.778,-0.000,0.262,GOAL,3.908,98.56,0.135,0.674,0.672,NavigateToGoal,4.006,3.994
49,-2.773,-0.000,0.261,GOAL,3.903,98.53,0.161,0.654,0.703,NavigateToGoal,4.005,3.995
50,-2.768,-0.000,0.261,GOAL,3.898,98.50,0.200,0.695,0.657,NavigateToGoal,4.004,3.996
51,-2.763,-0.000,0.261,GOAL,3.893,98.47,0.165,0.687,0.699,NavigateToGoal,4.003,3.997
52,-2.758,-0.000,0.261,GOAL,3.889,98.44,0.146,0.672,0.687,NavigateToGoal,4.002,3.998
53,-2.753,-0.000,0.261,GOAL,3.884,98.41,0.191,0.644,0.700,NavigateToGoal,4.001,3.999
54,-2.748,-0.000,0.261,GOAL,3.879,98.38,0.144,0.671,0.675,NavigateToGoal,4.000,4.000
55,-2.743,-0.000,0.261,GOAL,3.874,98.35,0.119,0.634,0.669,NavigateToGoal,4.000,4.000
56,-2.738,-0.000,0.261,GOAL,3.869,98.32,0.156,0.690,0.680,NavigateToGoal,3.999,4.001
57,-2.733,-0.000,0.261,GOAL,3.865,98.29,0.253,0.709,0.665,NavigateToGoal,3.998,4.002
58,-2.728,-0.000,0.261,GOAL,3.860,98.26,0.120,0.655,0.664,NavigateToGoal,3.998,4.002
59,-2.723,-0.000,0.261,GOAL,3.855,98.23,0.193,0.694,0.716,NavigateToGoal,3.997,4.003
60,-2.718,-0.000,0.261,GOAL,3.850,98.20,0.142,0.647,0.670,NavigateToGoal,3.997,4.003
61,-2.713,-0.000,0.261,GOAL,3.846,98.17,0.183,0.651,0.693,NavigateToGoal,3.997,4.003
62,-2.708,-0.000,0.262,GOAL,3.841,98.14,0.165,0.680,0.721,NavigateToGoal,3.996,4.004
63,-2.703,-0.000,0.262,GOAL,3.836,98.11,0.165,0.652,0.656,NavigateToGoal,3.996,4.004
64,-2.698,-0.000,0.262,GOAL,3.831,98.08,0.092,0.667,0.635,NavigateToGoal,3.996,4.004
65,-2.693,-0.000,0.262,GOAL,3.826,98.05,0.153,0.695,0.691,NavigateToGoal,3.995,4.005
66,-2.689,-0.000,0.262,GOAL,3.822,98.02,0.147,0.668,0.695,NavigateToGoal,3.995,4.005
67,-2.684,-0.000,0.263,GOAL,3.817,97.99,0.195,0.695,0.685,NavigateToGoal,3.995,4.005
68,-2.679,-0.000,0.263,GOAL,3.812,97.96,0.124,0.679,0.660,NavigateToGoal,3.995,4.005
69,-2.674,-0.000,0.263,GOAL,3.807,97.93,0.149,0.694,0.684,NavigateToGoal,3.995,4.005
70,-2.669,-0.000,0.263,GOAL,3.803,97.90,0.184,0.658,0.663,NavigateToGoal,3.994,4.006
71,-2.664,-0.000,0.264,GOAL,3.798,97.87,0.133,0.650,0.687,NavigateToGoal,3.994,4.006
72,-2.659,-0.000,0.264,GOAL,3.793,97.84,0.158,0.687,0.665,NavigateToGoal,3.994,4.006
73,-2.654,-0.000,0.264,GOAL,3.788,97.81,0.167,0.702,0.639,NavigateToGoal,3.994,4.006
74,-2.649,-0.000,0.264,GOAL,3.784,97.78,0.164,0.644,0.690,NavigateToGoal,3.994,4.006
75,-2.644,-0.000,0.265,GOAL,3.779,97.75,0.158,0.654,0.701,NavigateToGoal,3.994,4.006
76,-2.639,-0.000,0.265,GOAL,3.774,97.72,0.137,0.671,0.660,NavigateToGoal,3.994,4.006
77,-2.634,-0.000,0.265,GOAL,3.769,97.69,0.113,0.658,0.670,NavigateToGoal,3.993,4.007
78,-2.629,-0.000,0.266,GOAL,3.764,97.66,0.115,0.671,0.659,NavigateToGoal,3.993,4.007
79,-2.624,-0.000,0.266,GOAL,3.760,97.63,0.137,0.654,0.686,NavigateToGoal,3.993,4.007
80,-2.619,-0.000,0.266,GOAL,3.755,97.60,0.152,0.696,0.668,NavigateToGoal,3.993,4.007
81,-2.614,-0.000,0.267,GOAL,3.750,97.57,0.139,0.644,0.668,NavigateToGoal,3.993,4.007
82,-2.609,-0.000,0.267,GOAL,3.745,97.54,0.114,0.648,0.672,NavigateToGoal,3.993,4.007
83,-2.605,-0.000,0.267,GOAL,3.741,97.51,0.149,0.679,0.699,NavigateToGoal,3.993,4.007
84,-2.600,-0.000,0.267,GOAL,3.736,97.48,0.182,0.672,0.682,NavigateToGoal,3.993,4.007
85,-2.595,-0.000,0.268,GOAL,3.731,97.45,0.122,0.640,0.678,NavigateToGoal,3.993,4.007
86,-2.590,-0.000,0.268,GOAL,3.726,97.42,0.155,0.649,0.690,NavigateToGoal,3.993,4.007
87,-2.585,-0.000,0.268,GOAL,3.722,97.39,0.127,0.643,0.674,NavigateToGoal,3.993,4.007
88,-2.580,-0.000,0.269,GOAL,3.717,97.36,0.134,0.691,0.689,NavigateToGoal,3.993,4.007
89,-2.575,-0.000,0.269,GOAL,3.712,97.33,0.124,0.664,0.672,NavigateToGoal,3.993,4.007
90,-2.570,-0.000,0.269,GOAL,3.707,97.30,0.159,0.667,0.672,NavigateToGoal,3.993,4.007
91,-2.565,-0.000,0.270,GOAL,3.703,97.27,0.195,0.686,0.675,NavigateToGoal,3.993,4.007
92,-2.560,-0.000,0.270,GOAL,3.698,97.24,0.125,0.667,0.677,NavigateToGoal,3.993,4.007
93,-2.555,-0.000,0.270,GOAL,3.693,97.21,0.227,0.713,0.671,NavigateToGoal,3.993,4.007
94,-2.550,-0.000,0.271,GOAL,3.688,97.18,0.149,0.657,0.658,NavigateToGoal,3.992,4.008
95,-2.545,-0.000,0.271,GOAL,3.684,97.15,0.167,0.672,0.659,NavigateToGoal,3.992,4.008
96,-2.540,-0.000,0.272,GOAL,3.679,97.12,0.180,0.683,0.672,NavigateToGoal,3.992,4.008
97,-2.535,-0.000,0.272,GOAL,3.674,97.09,0.177,0.653,0.703,NavigateToGoal,3.992,4.008
98,-2.530,-0.000,0.272,GOAL,3.669,97.06,0.108,0.655,0.649,NavigateToGoal,3.992,4.008
99,-2.526,-0.000,0.273,GOAL,3.665,97.03,0.137,0.685,0.684,NavigateToGoal,3.992,4.008
100,-2.521,-0.000,0.273,GOAL,3.660,97.00,0.158,0.675,0.694,NavigateToGoal,3.992,4.008
101,-2.516,-0.000,0.273,GOAL,3.655,96.97,0.145,0.656,0.665,NavigateToGoal,3.992,4.008
102,-2.511,-0.000,0.274,GOAL,3.650,96.94,0.174,0.726,0.662,NavigateToGoal,3.992,4.008
103,-2.506,-0.000,0.274,GOAL,3.646,96.91,0.186,0.685,0.667,NavigateToGoal,3.992,4.008
104,-2.501,-0.000,0.274,GOAL,3.641,96.88,0.155,0.658,0.676,NavigateToGoal,3.992,4.008
105,-2.496,-0.000,0.275,GOAL,3.636,96.85,0.160,0.686,0.638,NavigateToGoal,3.992,4.008
106,-2.491,-0.000,0.275,GOAL,3.631,96.82,0.157,0.699,0.652,NavigateToGoal,3.992,4.008
107,-2.486,-0.000,0.275,GOAL,3.627,96.79,0.142,0.667,0.663,NavigateToGoal,3.992,4.008
108,-2.481,-0.000,0.276,GOAL,3.622,96.76,0.141,0.687,0.665,NavigateToGoal,3.992,4.008
109,-2.476,-0.000,0.276,GOAL,3.617,96.73,0.123,0.666,0.653,NavigateToGoal,3.992,4.008
110,-2.471,-0.000,0.277,GOAL,3.613,96.70,0.172,0.672,0.659,NavigateToGoal,3.992,4.008
111,-2.466,-0.000,0.277,GOAL,3.608,96.67,0.132,0.662,0.653,NavigateToGoal,3.992,4.008
112,-2.461,-0.000,0.277,GOAL,3.603,96.64,0.175,0.684,0.644,NavigateToGoal,3.992,4.008
113,-2.457,-0.000,0.278,GOAL,3.598,96.61,0.128,0.680,0.646,NavigateToGoal,3.992,4.008
114,-2.452,-0.000,0.278,GOAL,3.594,96.58,0.168,0.666,0.667,NavigateToGoal,3.992,4.008
115,-2.447,-0.000,0.278,GOAL,3.589,96.55,0.115,0.678,0.661,NavigateToGoal,3.992,4.008
116,-2.442,-0.000,0.279,GOAL,3.584,96.52,0.136,0.662,0.667,NavigateToGoal,3.992,4.008
117,-2.437,-0.000,0.279,GOAL,3.579,96.49,0.161,0.677,0.674,NavigateToGoal,3.992,4.008
118,-2.432,-0.000,0.279,GOAL,3.575,96.46,0.164,0.680,0.660,NavigateToGoal,3.992,4.008
119,-2.427,-0.000,0.280,GOAL,3.570,96.43,0.163,0.681,0.683,NavigateToGoal,3.992,4.008
120,-2.422,-0.000,0.280,GOAL,3.565,96.40,0.160,0.692,0.683,NavigateToGoal,3.992,4.008
121,-2.417,-0.000,0.281,GOAL,3.561,96.37,0.152,0.673,0.667,NavigateToGoal,3.992,4.008
122,-2.412,-0.000,0.281,GOAL,3.556,96.34,0.126,0.668,0.679,NavigateToGoal,3.992,4.008
123,-2.407,-0.000,0.281,GOAL,3.551,96.31,0.122,0.652,0.662,NavigateToGoal,3.992,4.008
124,-2.402,-0.000,0.282,GOAL,3.546,96.28,0.115,0.654,0.658,NavigateToGoal,3.992,4.008
125,-2.398,-0.000,0.282,GOAL,3.542,96.25,0.186,0.670,0.715,NavigateToGoal,3.992,4.008
126,-2.393,-0.000,0.283,GOAL,3.537,96.22,0.173,0.662,0.621,NavigateToGoal,3.992,4.008
127,-2.388,-0.000,0.283,GOAL,3.532,96.19,0.128,0.644,0.684,NavigateToGoal,3.992,4.008
128,-2.383,-0.000,0.283,GOAL,3.528,96.16,0.160,0.694,0.660,NavigateToGoal,3.992,4.008
129,-2.378,-0.000,0.284,GOAL,3.523,96.13,0.127,0.684,0.645,NavigateToGoal,3.992,4.008
130,-2.373,-0.000,0.284,GOAL,3.518,96.10,0.183,0.692,0.660,NavigateToGoal,3.992,4.008
131,-2.368,-0.000,0.284,GOAL,3.513,96.07,0.159,0.678,0.675,NavigateToGoal,3.992,4.008
132,-2.363,-0.000,0.285,GOAL,3.509,96.04,0.155,0.670,0.701,NavigateToGoal,3.992,4.008
133,-2.358,-0.000,0.285,GOAL,3.504,96.01,0.122,0.681,0.677,NavigateToGoal,3.992,4.008
134,-2.353,-0.000,0.286,GOAL,3.499,95.98,0.160,0.669,0.637,NavigateToGoal,3.992,4.008
135,-2.348,-0.000,0.286,GOAL,3.495,95.95,0.121,0.651,0.644,NavigateToGoal,3.991,4.009
136,-2.343,-0.000,0.286,GOAL,3.490,95.92,0.144,0.700,0.639,NavigateToGoal,3.991,4.009
137,-2.339,-0.000,0.287,GOAL,3.485,95.89,0.136,0.668,0.682,NavigateToGoal,3.991,4.009
138,-2.334,-0.000,0.287,GOAL,3.480,95.86,0.098,0.652,0.628,NavigateToGoal,3.991,4.009
139,-2.329,-0.000,0.288,GOAL,3.476,95.83,0.183,0.652,0.695,NavigateToGoal,3.991,4.009
140,-2.324,-0.000,0.288,GOAL,3.471,95.80,0.121,0.674,0.668,NavigateToGoal,3.991,4.009
141,-2.319,-0.000,0.288,GOAL,3.466,95.77,0.154,0.689,0.687,NavigateToGoal,3.991,4.009
142,-2.314,-0.000,0.289,GOAL,3.462,95.74,0.161,0.669,0.675,NavigateToGoal,3.991,4.009
143,-2.309,-0.000,0.289,GOAL,3.457,95.71,0.181,0.687,0.655,NavigateToGoal,3.991,4.009
144,-2.304,-0.000,0.290,GOAL,3.452,95.68,0.159,0.666,0.674,NavigateToGoal,3.991,4.009
145,-2.299,-0.000,0.290,GOAL,3.448,95.65,0.137,0.664,0.682,NavigateToGoal,3.991,4.009
146,-2.294,-0.000,0.290,GOAL,3.443,95.62,0.128,0.671,0.674,NavigateToGoal,3.991,4.009
147,-2.289,-0.000,0.291,GOAL,3.438,95.59,0.204,0.680,0.703,NavigateToGoal,3.991,4.009
148,-2.285,-0.000,0.291,GOAL,3.433,95.56,0.170,0.695,0.695,NavigateToGoal,3.991,4.009
149,-2.280,-0.000,0.292,GOAL,3.429,95.53,0.173,0.666,0.673,NavigateToGoal,3.991,4.009
150,-2.275,-0.000,0.292,GOAL,3.424,95.50,0.138,0.687,0.649,NavigateToGoal,3.991,4.009
151,-2.270,-0.000,0.292,GOAL,3.419,95.47,0.134,0.668,0.654,NavigateToGoal,3.991,4.009
152,-2.265,-0.000,0.293,GOAL,3.415,95.44,0.174,0.674,0.652,NavigateToGoal,3.991,4.009
153,-2.260,-0.000,0.293,GOAL,3.410,95.41,0.165,0.685,0.673,NavigateToGoal,3.991,4.009
154,-2.255,-0.000,0.294,GOAL,3.405,95.38,0.125,0.655,0.658,NavigateToGoal,3.991,4.009
155,-2.250,-0.000,0.294,GOAL,3.401,95.35,0.157,0.644,0.696,NavigateToGoal,3.991,4.009
156,-2.245,-0.000,0.294,GOAL,3.396,95.32,0.110,0.662,0.641,NavigateToGoal,3.991,4.009
157,-2.240,-0.000,0.295,GOAL,3.391,95.29,0.127,0.665,0.676,NavigateToGoal,3.991,4.009
158,-2.236,-0.000,0.295,GOAL,3.387,95.26,0.179,0.715,0.670,NavigateToGoal,3.991,4.009
159,-2.231,-0.000,0.296,GOAL,3.382,95.23,0.110,0.647,0.653,NavigateToGoal,3.991,4.009
160,-2.226,-0.000,0.296,GOAL,3.377,95.20,0.186,0.663,0.664,NavigateToGoal,3.991,4.009
161,-2.221,-0.000,0.296,GOAL,3.373,95.17,0.179,0.694,0.661,NavigateToGoal,3.991,4.009
162,-2.216,-0.000,0.297,GOAL,3.368,95.14,0.162,0.675,0.688,NavigateToGoal,3.991,4.009
163,-2.211,-0.000,0.297,GOAL,3.363,95.11,0.206,0.682,0.705,NavigateToGoal,3.991,4.009
164,-2.206,-0.000,0.298,GOAL,3.359,95.08,0.135,0.646,0.693,NavigateToGoal,3.991,4.009
165,-2.201,-0.000,0.298,GOAL,3.354,95.05,0.181,0.688,0.678,NavigateToGoal,3.991,4.009
166,-2.196,-0.000,0.299,GOAL,3.349,95.02,0.145,0.679,0.678,NavigateToGoal,3.991,4.009
167,-2.191,-0.000,0.299,GOAL,3.345,94.99,0.232,0.680,0.706,NavigateToGoal,3.991,4.009
168,-2.187,-0.000,0.299,GOAL,3.340,94.96,0.117,0.651,0.677,NavigateToGoal,3.991,4.009
169,-2.182,-0.000,0.300,GOAL,3.335,94.93,0.158,0.689,0.662,NavigateToGoal,3.991,4.009
170,-2.177,-0.000,0.300,GOAL,3.331,94.90,0.171,0.682,0.680,NavigateToGoal,3.991,4.009
171,-2.172,-0.000,0.301,GOAL,3.326,94.87,0.150,0.646,0.679,NavigateToGoal,3.991,4.009
172,-2.167,-0.000,0.301,GOAL,3.321,94.84,0.151,0.643,0.652,NavigateToGoal,3.991,4.009
173,-2.162,-0.000,0.302,GOAL,3.317,94.81,0.154,0.674,0.657,NavigateToGoal,3.991,4.009
174,-2.157,-0.000,0.302,GOAL,3.312,94.78,0.178,0.663,0.680,NavigateToGoal,3.991,4.009
175,-2.152,-0.000,0.302,GOAL,3.307,94.75,0.126,0.663,0.670,NavigateToGoal,3.991,4.009
176,-2.147,-0.000,0.303,GOAL,3.303,94.72,0.167,0.666,0.678,NavigateToGoal,3.991,4.009
177,-2.143,-0.000,0.303,GOAL,3.298,94.69,0.137,0.680,0.676,NavigateToGoal,3.990,4.010
178,-2.138,-0.000,0.304,GOAL,3.293,94.66,0.179,0.696,0.663,NavigateToGoal,3.990,4.010
179,-2.133,-0.000,0.304,GOAL,3.289,94.63,0.146,0.677,0.680,NavigateToGoal,3.990,4.010
180,-2.128,-0.000,0.305,GOAL,3.284,94.60,0.130,0.653,0.669,NavigateToGoal,3.990,4.010
181,-2.123,-0.000,0.305,GOAL,3.279,94.57,0.128,0.676,0.640,NavigateToGoal,3.990,4.010
182,-2.118,-0.000,0.306,GOAL,3.275,94.54,0.166,0.667,0.676,NavigateToGoal,3.990,4.010
183,-2.113,-0.000,0.306,GOAL,3.270,94.51,0.131,0.664,0.667,NavigateToGoal,3.990,4.010
184,-2.108,-0.000,0.306,GOAL,3.265,94.48,0.177,0.656,0.677,NavigateToGoal,3.990,4.010
185,-2.104,-0.000,0.307,GOAL,3.261,94.45,0.148,0.659,0.680,NavigateToGoal,3.990,4.010
186,-2.099,-0.000,0.307,GOAL,3.256,94.42,0.178,0.703,0.703,NavigateToGoal,3.990,4.010
187,-2.094,-0.000,0.308,GOAL,3.251,94.39,0.125,0.666,0.666,NavigateToGoal,3.990,4.010
188,-2.089,-0.000,0.308,GOAL,3.247,94.36,0.181,0.694,0.680,NavigateToGoal,3.990,4.010
189,-2.084,-0.000,0.309,GOAL,3.242,94.33,0.163,0.648,0.680,NavigateToGoal,3.990,4.010
190,-2.079,-0.000,0.309,GOAL,3.237,94.30,0.160,0.681,0.670,NavigateToGoal,3.990,4.010
191,-2.074,-0.000,0.310,GOAL,3.233,94.27,0.127,0.663,0.643,NavigateToGoal,3.990,4.010
192,-2.069,-0.000,0.310,GOAL,3.228,94.24,0.091,0.662,0.647,NavigateToGoal,3.990,4.010
193,-2.064,-0.000,0.310,GOAL,3.224,94.21,0.126,0.670,0.655,NavigateToGoal,3.990,4.010
194,-2.060,-0.000,0.311,GOAL,3.219,94.18,0.119,0.660,0.674,NavigateToGoal,3.990,4.010
195,-2.055,-0.000,0.311,GOAL,3.214,94.15,0.087,0.654,0.654,NavigateToGoal,3.990,4.010
196,-2.050,-0.000,0.312,GOAL,3.210,94.12,0.117,0.665,0.660,NavigateToGoal,3.990,4.010
197,-2.045,-0.000,0.312,GOAL,3.205,94.09,0.150,0.697,0.695,NavigateToGoal,3.990,4.010
198,-2.040,-0.000,0.313,GOAL,3.200,94.06,0.115,0.680,0.644,NavigateToGoal,3.990,4.010
199,-2.035,-0.000,0.313,GOAL,3.196,94.03,0.192,0.679,0.663,NavigateToGoal,3.990,4.010
200,-2.030,-0.000,0.314,GOAL,3.191,94.00,0.107,0.657,0.650,NavigateToGoal,3.990,4.010
201,-2.026,-0.000,0.314,GOAL,3.187,93.97,0.147,0.687,0.660,NavigateToGoal,3.990,4.010
202,-2.021,-0.000,0.315,GOAL,3.182,93.94,0.132,0.670,0.666,NavigateToGoal,3.990,4.010
203,-2.016,-0.000,0.315,GOAL,3.177,93.91,0.139,0.672,0.679,NavigateToGoal,3.990,4.010
204,-2.011,-0.000,0.316,GOAL,3.173,93.88,0.185,0.658,0.687,NavigateToGoal,3.990,4.010
205,-2.006,-0.000,0.316,GOAL,3.168,93.85,0.131,0.664,0.655,NavigateToGoal,3.990,4.010
206,-2.001,-0.000,0.316,GOAL,3.163,93.82,0.149,0.693,0.672,NavigateToGoal,3.990,4.010
207,-1.996,-0.000,0.317,GOAL,3.159,93.79,0.159,0.637,0.684,NavigateToGoal,3.990,4.010
208,-1.991,-0.000,0.317,GOAL,3.154,93.76,0.170,0.676,0.677,NavigateToGoal,3.990,4.010
209,-1.987,-0.000,0.318,GOAL,3.150,93.73,0.140,0.678,0.661,NavigateToGoal,3.990,4.010
210,-1.982,-0.000,0.318,GOAL,3.145,93.70,0.166,0.676,0.672,NavigateToGoal,3.990,4.010
211,-1.977,-0.000,0.319,GOAL,3.140,93.67,0.159,0.696,0.664,NavigateToGoal,3.990,4.010
212,-1.972,-0.000,0.319,GOAL,3.136,93.64,0.146,0.678,0.680,NavigateToGoal,3.990,4.010
213,-1.967,-0.000,0.320,GOAL,3.131,93.61,0.171,0.669,0.699,NavigateToGoal,3.989,4.011
214,-1.962,-0.000,0.320,GOAL,3.127,93.58,0.153,0.687,0.688,NavigateToGoal,3.989,4.011
215,-1.957,-0.000,0.321,GOAL,3.122,93.55,0.147,0.696,0.676,NavigateToGoal,3.989,4.011
216,-1.953,-0.000,0.321,GOAL,3.117,93.52,0.172,0.612,0.694,NavigateToGoal,3.989,4.011
217,-1.948,-0.000,0.322,GOAL,3.113,93.49,0.159,0.683,0.644,NavigateToGoal,3.989,4.011
218,-1.943,-0.000,0.322,GOAL,3.108,93.46,0.121,0.674,0.672,NavigateToGoal,3.989,4.011
219,-1.938,-0.000,0.323,GOAL,3.104,93.43,0.181,0.699,0.693,NavigateToGoal,3.989,4.011
220,-1.933,-0.000,0.323,GOAL,3.099,93.40,0.134,0.657,0.653,NavigateToGoal,3.989,4.011
221,-1.928,-0.000,0.324,GOAL,3.094,93.37,0.150,0.658,0.697,NavigateToGoal,3.989,4.011
222,-1.923,-0.000,0.324,GOAL,3.090,93.34,0.171,0.655,0.666,NavigateToGoal,3.989,4.011
223,-1.919,-0.000,0.325,GOAL,3.085,93.31,0.182,0.695,0.690,NavigateToGoal,3.989,4.011
224,-1.914,-0.000,0.325,GOAL,3.081,93.28,0.122,0.648,0.687,NavigateToGoal,3.989,4.011
225,-1.909,-0.000,0.326,GOAL,3.076,93.25,0.176,0.696,0.678,NavigateToGoal,3.989,4.011
226,-1.904,-0.000,0.326,GOAL,3.071,93.22,0.156,0.663,0.681,NavigateToGoal,3.989,4.011
227,-1.899,-0.000,0.327,GOAL,3.067,93.19,0.126,0.635,0.681,NavigateToGoal,3.989,4.011
228,-1.894,-0.000,0.327,GOAL,3.062,93.16,0.118,0.652,0.682,NavigateToGoal,3.989,4.011
229,-1.889,-0.000,0.328,GOAL,3.058,93.13,0.129,0.667,0.683,NavigateToGoal,3.989,4.011
230,-1.885,-0.000,0.328,GOAL,3.053,93.10,0.147,0.677,0.676,NavigateToGoal,3.989,4.011
231,-1.880,-0.000,0.329,GOAL,3.048,93.07,0.128,0.687,0.680,NavigateToGoal,3.989,4.011
232,-1.875,-0.000,0.329,GOAL,3.044,93.04,0.180,0.652,0.639,NavigateToGoal,3.989,4.011
233,-1.870,-0.000,0.330,GOAL,3.039,93.01,0.130,0.677,0.667,NavigateToGoal,3.989,4.011
234,-1.865,-0.000,0.330,GOAL,3.035,92.98,0.110,0.675,0.660,NavigateToGoal,3.989,4.011
235,-1.860,-0.000,0.331,GOAL,3.030,92.95,0.149,0.682,0.670,NavigateToGoal,3.989,4.011
236,-1.856,-0.000,0.331,GOAL,3.026,92.92,0.120,0.660,0.672,NavigateToGoal,3.989,4.011
237,-1.851,-0.000,0.332,GOAL,3.021,92.89,0.168,0.668,0.684,NavigateToGoal,3.989,4.011
238,-1.846,-0.000,0.332,GOAL,3.016,92.86,0.152,0.681,0.682,NavigateToGoal,3.989,4.011
239,-1.841,-0.000,0.333,GOAL,3.012,92.83,0.150,0.677,0.687,NavigateToGoal,3.989,4.011
240,-1.836,-0.000,0.333,GOAL,3.007,92.80,0.163,0.679,0.660,NavigateToGoal,3.989,4.011
