tick,x,y,theta,target,distance_to_goal,battery,obstacle_danger,left_obstacle,right_obstacle,behavior,v_left,v_right
1782,0.964,-0.000,1.532,GOAL,1.001,46.54,0.133,0.659,0.652,NavigateToGoal,3.996,4.004
1783,0.964,-0.000,1.533,GOAL,1.001,46.51,0.153,0.674,0.668,NavigateToGoal,3.996,4.004
1784,0.964,-0.000,1.533,GOAL,1.001,46.48,0.125,0.674,0.674,NavigateToGoal,3.996,4.004
1785,0.964,-0.000,1.533,GOAL,1.001,46.45,0.163,0.658,0.664,NavigateToGoal,3.996,4.004
1786,0.965,-0.000,1.533,GOAL,1.001,46.42,0.109,0.647,0.645,NavigateToGoal,3.996,4.004
1787,0.965,-0.000,1.533,GOAL,1.001,46.39,0.186,0.646,0.682,NavigateToGoal,3.996,4.004
1788,0.965,-0.000,1.534,GOAL,1.001,46.36,0.187,0.677,0.677,NavigateToGoal,3.996,4.004
1789,0.965,-0.000,1.534,GOAL,1.001,46.33,0.218,0.671,0.691,NavigateToGoal,3.996,4.004
1790,0.965,-0.000,1.534,GOAL,1.001,46.30,0.166,0.678,0.672,NavigateToGoal,3.996,4.004
1791,0.966,-0.000,1.534,GOAL,1.001,46.27,0.134,0.676,0.678,NavigateToGoal,3.996,4.004
1792,0.966,-0.000,1.534,GOAL,1.001,46.24,0.142,0.685,0.674,NavigateToGoal,3.996,4.004
1793,0.966,-0.000,1.535,GOAL,1.001,46.21,0.160,0.674,0.659,NavigateToGoal,3.996,4.004
1794,0.966,-0.000,1.535,GOAL,1.001,46.18,0.133,0.680,0.678,NavigateToGoal,3.996,4.004
1795,0.966,-0.000,1.535,GOAL,1.001,46.15,0.136,0.692,0.667,NavigateToGoal,3.996,4.004
1796,0.967,-0.000,1.535,GOAL,1.001,46.12,0.139,0.691,0.687,NavigateToGoal,3.996,4.004
1797,0.967,-0.000,1.535,GOAL,1.001,46.09,0.126,0.677,0.678,NavigateToGoal,3.996,4.004
1798,0.967,-0.000,1.536,GOAL,1.001,46.06,0.130,0.689,0.647,NavigateToGoal,3.996,4.004
1799,0.967,-0.000,1.536,GOAL,1.001,46.03,0.149,0.677,0.686,NavigateToGoal,3.996,4.004
1800,0.967,-0.000,1.536,GOAL,1.001,46.00,0.171,0.677,0.683,NavigateToGoal,3.996,4.004
1801,0.967,-0.000,1.536,GOAL,1.001,45.97,0.130,0.674,0.667,NavigateToGoal,3.996,4.004
1802,0.968,-0.000,1.536,GOAL,1.001,45.94,0.200,0.696,0.703,NavigateToGoal,3.996,4.004
1803,0.968,-0.000,1.537,GOAL,1.001,45.91,0.157,0.679,0.655,NavigateToGoal,3.996,4.004
1804,0.968,-0.000,1.537,GOAL,1.001,45.88,0.148,0.686,0.663,NavigateToGoal,3.996,4.004
1805,0.968,-0.000,1.537,GOAL,1.001,45.85,0.121,0.672,0.673,NavigateToGoal,3.996,4.004
1806,0.968,-0.000,1.537,GOAL,1.001,45.82,0.183,0.670,0.676,NavigateToGoal,3.996,4.004
1807,0.968,-0.000,1.537,GOAL,1.001,45.79,0.141,0.683,0.690,NavigateToGoal,3.996,4.004
1808,0.969,-0.000,1.538,GOAL,1.001,45.76,0.123,0.671,0.658,NavigateToGoal,3.996,4.004
1809,0.969,-0.000,1.538,GOAL,1.001,45.73,0.139,0.626,0.678,NavigateToGoal,3.996,4.004
1810,0.969,-0.000,1.538,GOAL,1.001,45.70,0.125,0.656,0.680,NavigateToGoal,3.996,4.004
1811,0.969,-0.000,1.538,GOAL,1.001,45.67,0.134,0.681,0.668,NavigateToGoal,3.996,4.004
1812,0.969,-0.000,1.538,GOAL,1.001,45.64,0.134,0.665,0.661,NavigateToGoal,3.996,4.004
1813,0.969,-0.000,1.538,GOAL,1.001,45.61,0.101,0.645,0.647,NavigateToGoal,3.996,4.004
1814,0.970,-0.000,1.539,GOAL,1.001,45.58,0.140,0.688,0.679,NavigateToGoal,3.996,4.004
1815,0.970,-0.000,1.539,GOAL,1.001,45.55,0.182,0.679,0.660,NavigateToGoal,3.996,4.004
1816,0.970,-0.000,1.539,GOAL,1.001,45.52,0.180,0.686,0.697,NavigateToGoal,3.996,4.004
1817,0.970,-0.000,1.539,GOAL,1.001,45.49,0.168,0.660,0.670,NavigateToGoal,3.996,4.004
1818,0.970,-0.000,1.539,GOAL,1.001,45.46,0.119,0.677,0.674,NavigateToGoal,3.996,4.004
1819,0.970,-0.000,1.539,GOAL,1.001,45.43,0.184,0.670,0.668,NavigateToGoal,3.996,4.004
1820,0.971,-0.000,1.540,GOAL,1.000,45.40,0.137,0.681,0.681,NavigateToGoal,3.996,4.004
1821,0.971,-0.000,1.540,GOAL,1.000,45.37,0.115,0.670,0.649,NavigateToGoal,3.996,4.004
1822,0.971,-0.000,1.540,GOAL,1.000,45.34,0.165,0.665,0.677,NavigateToGoal,3.996,4.004
1823,0.971,-0.000,1.540,GOAL,1.000,45.31,0.145,0.677,0.621,NavigateToGoal,3.996,4.004
1824,0.971,-0.000,1.540,GOAL,1.000,45.28,0.131,0.638,0.682,NavigateToGoal,3.996,4.004
1825,0.971,-0.000,1.540,GOAL,1.000,45.25,0.131,0.672,0.671,NavigateToGoal,3.996,4.004
1826,0.972,-0.000,1.541,GOAL,1.000,45.22,0.126,0.671,0.674,NavigateToGoal,3.997,4.003
1827,0.972,-0.000,1.541,GOAL,1.000,45.19,0.144,0.681,0.667,NavigateToGoal,3.997,4.003
1828,0.972,-0.000,1.541,GOAL,1.000,45.16,0.114,0.663,0.650,NavigateToGoal,3.997,4.003
1829,0.972,-0.000,1.541,GOAL,1.000,45.13,0.135,0.670,0.669,NavigateToGoal,3.997,4.003
1830,0.972,-0.000,1.541,GOAL,1.000,45.10,0.181,0.678,0.687,NavigateToGoal,3.997,4.003
1831,0.972,-0.000,1.541,GOAL,1.000,45.07,0.166,0.675,0.691,NavigateToGoal,3.997,4.003
1832,0.972,-0.000,1.542,GOAL,1.000,45.04,0.128,0.669,0.671,NavigateToGoal,3.997,4.003
1833,0.973,-0.000,1.542,GOAL,1.000,45.01,0.133,0.662,0.683,NavigateToGoal,3.997,4.003
1834,0.973,-0.000,1.542,GOAL,1.000,44.98,0.175,0.704,0.695,NavigateToGoal,3.997,4.003
1835,0.973,-0.000,1.542,GOAL,1.000,44.95,0.153,0.685,0.668,NavigateToGoal,3.997,4.003
1836,0.973,-0.000,1.542,GOAL,1.000,44.92,0.214,0.695,0.660,NavigateToGoal,3.997,4.003
1837,0.973,-0.000,1.542,GOAL,1.000,44.89,0.162,0.661,0.660,NavigateToGoal,3.997,4.003
1838,0.973,-0.000,1.543,GOAL,1.000,44.86,0.205,0.657,0.708,NavigateToGoal,3.997,4.003
1839,0.973,-0.000,1.543,GOAL,1.000,44.83,0.122,0.659,0.677,NavigateToGoal,3.997,4.003
1840,0.974,-0.000,1.543,GOAL,1.000,44.80,0.162,0.683,0.710,NavigateToGoal,3.997,4.003
1841,0.974,-0.000,1.543,GOAL,1.000,44.77,0.127,0.647,0.649,NavigateToGoal,3.997,4.003
1842,0.974,-0.000,1.543,GOAL,1.000,44.74,0.172,0.663,0.658,NavigateToGoal,3.997,4.003
1843,0.974,-0.000,1.543,GOAL,1.000,44.71,0.151,0.668,0.671,NavigateToGoal,3.997,4.003
1844,0.974,-0.000,1.543,GOAL,1.000,44.68,0.156,0.667,0.690,NavigateToGoal,3.997,4.003
1845,0.974,-0.000,1.544,GOAL,1.000,44.65,0.130,0.674,0.662,NavigateToGoal,3.997,4.003
1846,0.974,-0.000,1.544,GOAL,1.000,44.62,0.118,0.663,0.644,NavigateToGoal,3.997,4.003
1847,0.975,-0.000,1.544,GOAL,1.000,44.59,0.153,0.658,0.661,NavigateToGoal,3.997,4.003
1848,0.975,-0.000,1.544,GOAL,1.000,44.56,0.087,0.622,0.654,NavigateToGoal,3.997,4.003
1849,0.975,-0.000,1.544,GOAL,1.000,44.53,0.150,0.672,0.659,NavigateToGoal,3.997,4.003
1850,0.975,-0.000,1.544,GOAL,1.000,44.50,0.141,0.680,0.672,NavigateToGoal,3.997,4.003
1851,0.975,-0.000,1.544,GOAL,1.000,44.47,0.156,0.670,0.693,NavigateToGoal,3.997,4.003
1852,0.975,-0.000,1.545,GOAL,1.000,44.44,0.107,0.668,0.646,NavigateToGoal,3.997,4.003
1853,0.975,-0.000,1.545,GOAL,1.000,44.41,0.129,0.665,0.688,NavigateToGoal,3.997,4.003
1854,0.976,-0.000,1.545,GOAL,1.000,44.38,0.098,0.648,0.650,NavigateToGoal,3.997,4.003
1855,0.976,-0.000,1.545,GOAL,1.000,44.35,0.174,0.651,0.695,NavigateToGoal,3.997,4.003
1856,0.976,-0.000,1.545,GOAL,1.000,44.32,0.122,0.645,0.666,NavigateToGoal,3.997,4.003
1857,0.976,-0.000,1.545,GOAL,1.000,44.29,0.162,0.692,0.660,NavigateToGoal,3.997,4.003
1858,0.976,-0.000,1.545,GOAL,1.000,44.26,0.105,0.642,0.674,NavigateToGoal,3.997,4.003
1859,0.976,-0.000,1.546,GOAL,1.000,44.23,0.143,0.685,0.662,NavigateToGoal,3.997,4.003
1860,0.976,-0.000,1.546,GOAL,1.000,44.20,0.162,0.670,0.664,NavigateToGoal,3.997,4.003
1861,0.976,-0.000,1.546,GOAL,1.000,44.17,0.153,0.670,0.652,NavigateToGoal,3.997,4.003
1862,0.977,-0.000,1.546,GOAL,1.000,44.14,0.167,0.672,0.663,NavigateToGoal,3.997,4.003
1863,0.977,-0.000,1.546,GOAL,1.000,44.11,0.125,0.679,0.660,NavigateToGoal,3.997,4.003
1864,0.977,-0.000,1.546,GOAL,1.000,44.08,0.151,0.676,0.664,NavigateToGoal,3.997,4.003
1865,0.977,-0.000,1.546,GOAL,1.000,44.05,0.114,0.675,0.646,NavigateToGoal,3.997,4.003
1866,0.977,-0.000,1.547,GOAL,1.000,44.02,0.160,0.655,0.676,NavigateToGoal,3.997,4.003
1867,0.977,-0.000,1.547,GOAL,1.000,43.99,0.178,0.671,0.684,NavigateToGoal,3.997,4.003
1868,0.977,-0.000,1.547,GOAL,1.000,43.96,0.112,0.672,0.662,NavigateToGoal,3.997,4.003
1869,0.977,-0.000,1.547,GOAL,1.000,43.93,0.128,0.667,0.673,NavigateToGoal,3.997,4.003
1870,0.978,-0.000,1.547,GOAL,1.000,43.90,0.133,0.693,0.658,NavigateToGoal,3.997,4.003
1871,0.978,-0.000,1.547,GOAL,1.000,43.87,0.175,0.686,0.645,NavigateToGoal,3.997,4.003
1872,0.978,-0.000,1.547,GOAL,1.000,43.84,0.137,0.670,0.669,NavigateToGoal,3.997,4.003
1873,0.978,-0.000,1.547,GOAL,1.000,43.81,0.155,0.681,0.691,NavigateToGoal,3.997,4.003
1874,0.978,-0.000,1.548,GOAL,1.000,43.78,0.184,0.642,0.685,NavigateToGoal,3.997,4.003
1875,0.978,-0.000,1.548,GOAL,1.000,43.75,0.169,0.685,0.692,NavigateToGoal,3.997,4.003
1876,0.978,-0.000,1.548,GOAL,1.000,43.72,0.137,0.653,0.655,NavigateToGoal,3.997,4.003
1877,0.978,-0.000,1.548,GOAL,1.000,43.69,0.137,0.676,0.679,NavigateToGoal,3.997,4.003
1878,0.979,-0.000,1.548,GOAL,1.000,43.66,0.091,0.640,0.645,NavigateToGoal,3.997,4.003
1879,0.979,-0.000,1.548,GOAL,1.000,43.63,0.159,0.671,0.651,NavigateToGoal,3.997,4.003
1880,0.979,-0.000,1.548,GOAL,1.000,43.60,0.157,0.664,0.678,NavigateToGoal,3.997,4.003
1881,0.979,-0.000,1.548,GOAL,1.000,43.57,0.131,0.657,0.690,NavigateToGoal,3.997,4.003
1882,0.979,-0.000,1.549,GOAL,1.000,43.54,0.126,0.658,0.651,NavigateToGoal,3.997,4.003
1883,0.979,-0.000,1.549,GOAL,1.000,43.51,0.150,0.669,0.661,NavigateToGoal,3.997,4.003
1884,0.979,-0.000,1.549,GOAL,1.000,43.48,0.131,0.683,0.658,NavigateToGoal,3.997,4.003
1885,0.979,-0.000,1.549,GOAL,1.000,43.45,0.185,0.660,0.668,NavigateToGoal,3.998,4.002
1886,0.979,-0.000,1.549,GOAL,1.000,43.42,0.153,0.688,0.674,NavigateToGoal,3.998,4.002
1887,0.980,-0.000,1.549,GOAL,1.000,43.39,0.139,0.668,0.675,NavigateToGoal,3.998,4.002
1888,0.980,-0.000,1.549,GOAL,1.000,43.36,0.184,0.676,0.688,NavigateToGoal,3.998,4.002
1889,0.980,-0.000,1.549,GOAL,1.000,43.33,0.136,0.669,0.667,NavigateToGoal,3.998,4.002
1890,0.980,-0.000,1.549,GOAL,1.000,43.30,0.153,0.682,0.673,NavigateToGoal,3.998,4.002
1891,0.980,-0.000,1.550,GOAL,1.000,43.27,0.164,0.671,0.672,NavigateToGoal,3.998,4.002
1892,0.980,-0.000,1.550,GOAL,1.000,43.24,0.100,0.664,0.678,NavigateToGoal,3.998,4.002
1893,0.980,-0.000,1.550,GOAL,1.000,43.21,0.123,0.658,0.692,NavigateToGoal,3.998,4.002
1894,0.980,-0.000,1.550,GOAL,1.000,43.18,0.164,0.671,0.667,NavigateToGoal,3.998,4.002
1895,0.980,-0.000,1.550,GOAL,1.000,43.15,0.146,0.696,0.652,NavigateToGoal,3.998,4.002
1896,0.981,-0.000,1.550,GOAL,1.000,43.12,0.122,0.675,0.657,NavigateToGoal,3.998,4.002
1897,0.981,-0.000,1.550,GOAL,1.000,43.09,0.167,0.700,0.681,NavigateToGoal,3.998,4.002
1898,0.981,-0.000,1.550,GOAL,1.000,43.06,0.149,0.646,0.667,NavigateToGoal,3.998,4.002
1899,0.981,-0.000,1.551,GOAL,1.000,43.03,0.100,0.658,0.652,NavigateToGoal,3.998,4.002
1900,0.981,-0.000,1.551,GOAL,1.000,43.00,0.118,0.661,0.673,NavigateToGoal,3.998,4.002
1901,0.981,-0.000,1.551,GOAL,1.000,42.97,0.167,0.669,0.704,NavigateToGoal,3.998,4.002
1902,0.981,-0.000,1.551,GOAL,1.000,42.94,0.144,0.655,0.669,NavigateToGoal,3.998,4.002
1903,0.981,-0.000,1.551,GOAL,1.000,42.91,0.173,0.681,0.682,NavigateToGoal,3.998,4.002
1904,0.981,-0.000,1.551,GOAL,1.000,42.88,0.160,0.685,0.665,NavigateToGoal,3.998,4.002
1905,0.981,-0.000,1.551,GOAL,1.000,42.85,0.194,0.664,0.692,NavigateToGoal,3.998,4.002
1906,0.982,-0.000,1.551,GOAL,1.000,42.82,0.153,0.687,0.655,NavigateToGoal,3.998,4.002
1907,0.982,-0.000,1.551,GOAL,1.000,42.79,0.147,0.670,0.677,NavigateToGoal,3.998,4.002
1908,0.982,-0.000,1.551,GOAL,1.000,42.76,0.130,0.662,0.678,NavigateToGoal,3.998,4.002
1909,0.982,-0.000,1.552,GOAL,1.000,42.73,0.189,0.668,0.695,NavigateToGoal,3.998,4.002
1910,0.982,-0.000,1.552,GOAL,1.000,42.70,0.134,0.669,0.671,NavigateToGoal,3.998,4.002
1911,0.982,-0.000,1.552,GOAL,1.000,42.67,0.172,0.676,0.700,NavigateToGoal,3.998,4.002
1912,0.982,-0.000,1.552,GOAL,1.000,42.64,0.187,0.715,0.667,NavigateToGoal,3.998,4.002
1913,0.982,-0.000,1.552,GOAL,1.000,42.61,0.148,0.673,0.670,NavigateToGoal,3.998,4.002
1914,0.982,-0.000,1.552,GOAL,1.000,42.58,0.148,0.653,0.687,NavigateToGoal,3.998,4.002
1915,0.982,-0.000,1.552,GOAL,1.000,42.55,0.120,0.667,0.678,NavigateToGoal,3.998,4.002
1916,0.983,-0.000,1.552,GOAL,1.000,42.52,0.125,0.652,0.665,NavigateToGoal,3.998,4.002
1917,0.983,-0.000,1.552,GOAL,1.000,42.49,0.116,0.653,0.658,NavigateToGoal,3.998,4.002
1918,0.983,-0.000,1.553,GOAL,1.000,42.46,0.171,0.687,0.666,NavigateToGoal,3.998,4.002
1919,0.983,-0.000,1.553,GOAL,1.000,42.43,0.155,0.669,0.672,NavigateToGoal,3.998,4.002
1920,0.983,-0.000,1.553,GOAL,1.000,42.40,0.136,0.650,0.676,NavigateToGoal,3.998,4.002
1921,0.983,-0.000,1.553,GOAL,1.000,42.37,0.145,0.658,0.667,NavigateToGoal,3.998,4.002
1922,0.983,-0.000,1.553,GOAL,1.000,42.34,0.121,0.654,0.657,NavigateToGoal,3.998,4.002
1923,0.983,-0.000,1.553,GOAL,1.000,42.31,0.182,0.675,0.687,NavigateToGoal,3.998,4.002
1924,0.983,-0.000,1.553,GOAL,1.000,42.28,0.148,0.649,0.669,NavigateToGoal,3.998,4.002
1925,0.983,-0.000,1.553,GOAL,1.000,42.25,0.149,0.666,0.678,NavigateToGoal,3.998,4.002
1926,0.983,-0.000,1.553,GOAL,1.000,42.22,0.143,0.683,0.663,NavigateToGoal,3.998,4.002
1927,0.984,-0.000,1.553,GOAL,1.000,42.19,0.149,0.672,0.656,NavigateToGoal,3.998,4.002
1928,0.984,-0.000,1.553,GOAL,1.000,42.16,0.192,0.682,0.692,NavigateToGoal,3.998,4.002
1929,0.984,-0.000,1.554,GOAL,1.000,42.13,0.124,0.655,0.664,NavigateToGoal,3.998,4.002
1930,0.984,-0.000,1.554,GOAL,1.000,42.10,0.159,0.664,0.709,NavigateToGoal,3.998,4.002
1931,0.984,-0.000,1.554,GOAL,1.000,42.07,0.126,0.666,0.657,NavigateToGoal,3.998,4.002
1932,0.984,-0.000,1.554,GOAL,1.000,42.04,0.178,0.687,0.687,NavigateToGoal,3.998,4.002
1933,0.984,-0.000,1.554,GOAL,1.000,42.01,0.137,0.688,0.682,NavigateToGoal,3.998,4.002
1934,0.984,-0.000,1.554,GOAL,1.000,41.98,0.158,0.679,0.682,NavigateToGoal,3.998,4.002
1935,0.984,-0.000,1.554,GOAL,1.000,41.95,0.159,0.682,0.674,NavigateToGoal,3.998,4.002
1936,0.984,-0.000,1.554,GOAL,1.000,41.92,0.162,0.661,0.679,NavigateToGoal,3.998,4.002
1937,0.984,-0.000,1.554,GOAL,1.000,41.89,0.181,0.708,0.700,NavigateToGoal,3.998,4.002
1938,0.985,-0.000,1.554,GOAL,1.000,41.86,0.117,0.644,0.668,NavigateToGoal,3.998,4.002
1939,0.985,-0.000,1.554,GOAL,1.000,41.83,0.190,0.691,0.703,NavigateToGoal,3.998,4.002
1940,0.985,-0.000,1.555,GOAL,1.000,41.80,0.136,0.677,0.650,NavigateToGoal,3.998,4.002
1941,0.985,-0.000,1.555,GOAL,1.000,41.77,0.124,0.675,0.651,NavigateToGoal,3.998,4.002
1942,0.985,-0.000,1.555,GOAL,1.000,41.74,0.147,0.687,0.704,NavigateToGoal,3.998,4.002
1943,0.985,-0.000,1.555,GOAL,1.000,41.71,0.115,0.637,0.673,NavigateToGoal,3.998,4.002
1944,0.985,-0.000,1.555,GOAL,1.000,41.68,0.165,0.693,0.666,NavigateToGoal,3.998,4.002
1945,0.985,-0.000,1.555,GOAL,1.000,41.65,0.131,0.646,0.688,NavigateToGoal,3.998,4.002
1946,0.985,-0.000,1.555,GOAL,1.000,41.62,0.202,0.679,0.667,NavigateToGoal,3.998,4.002
1947,0.985,-0.000,1.555,GOAL,1.000,41.59,0.139,0.690,0.663,NavigateToGoal,3.998,4.002
1948,0.985,-0.000,1.555,GOAL,1.000,41.56,0.192,0.703,0.645,NavigateToGoal,3.998,4.002
1949,0.985,-0.000,1.555,GOAL,1.000,41.53,0.157,0.695,0.673,NavigateToGoal,3.998,4.002
1950,0.985,-0.000,1.555,GOAL,1.000,41.50,0.121,0.664,0.670,NavigateToGoal,3.998,4.002
1951,0.986,-0.000,1.556,GOAL,1.000,41.47,0.116,0.659,0.654,NavigateToGoal,3.998,4.002
1952,0.986,-0.000,1.556,GOAL,1.000,41.44,0.109,0.670,0.651,NavigateToGoal,3.998,4.002
1953,0.986,-0.000,1.556,GOAL,1.000,41.41,0.139,0.654,0.677,NavigateToGoal,3.998,4.002
1954,0.986,-0.000,1.556,GOAL,1.000,41.38,0.149,0.670,0.699,NavigateToGoal,3.998,4.002
1955,0.986,-0.000,1.556,GOAL,1.000,41.35,0.157,0.689,0.654,NavigateToGoal,3.998,4.002
1956,0.986,-0.000,1.556,GOAL,1.000,41.32,0.182,0.703,0.659,NavigateToGoal,3.998,4.002
1957,0.986,-0.000,1.556,GOAL,1.000,41.29,0.154,0.688,0.655,NavigateToGoal,3.998,4.002
1958,0.986,-0.000,1.556,GOAL,1.000,41.26,0.131,0.671,0.673,NavigateToGoal,3.998,4.002
1959,0.986,-0.000,1.556,GOAL,1.000,41.23,0.155,0.677,0.680,NavigateToGoal,3.998,4.002
1960,0.986,-0.000,1.556,GOAL,1.000,41.20,0.147,0.657,0.658,NavigateToGoal,3.998,4.002
1961,0.986,-0.000,1.556,GOAL,1.000,41.17,0.196,0.700,0.692,NavigateToGoal,3.998,4.002
1962,0.986,-0.000,1.556,GOAL,1.000,41.14,0.139,0.679,0.689,NavigateToGoal,3.998,4.002
1963,0.986,-0.000,1.556,GOAL,1.000,41.11,0.128,0.664,0.670,NavigateToGoal,3.998,4.002
1964,0.987,-0.000,1.557,GOAL,1.000,41.08,0.142,0.673,0.650,NavigateToGoal,3.998,4.002
1965,0.987,-0.000,1.557,GOAL,1.000,41.05,0.123,0.643,0.682,NavigateToGoal,3.998,4.002
1966,0.987,-0.000,1.557,GOAL,1.000,41.02,0.160,0.668,0.671,NavigateToGoal,3.998,4.002
1967,0.987,-0.000,1.557,GOAL,1.000,40.99,0.178,0.658,0.693,NavigateToGoal,3.998,4.002
1968,0.987,-0.000,1.557,GOAL,1.000,40.96,0.152,0.689,0.673,NavigateToGoal,3.998,4.002
1969,0.987,-0.000,1.557,GOAL,1.000,40.93,0.165,0.680,0.675,NavigateToGoal,3.998,4.002
1970,0.987,-0.000,1.557,GOAL,1.000,40.90,0.143,0.679,0.661,NavigateToGoal,3.998,4.002
1971,0.987,-0.000,1.557,GOAL,1.000,40.87,0.118,0.650,0.667,NavigateToGoal,3.998,4.002
1972,0.987,-0.000,1.557,GOAL,1.000,40.84,0.151,0.670,0.685,NavigateToGoal,3.998,4.002
1973,0.987,-0.000,1.557,GOAL,1.000,40.81,0.148,0.681,0.671,NavigateToGoal,3.998,4.002
1974,0.987,-0.000,1.557,GOAL,1.000,40.78,0.140,0.672,0.689,NavigateToGoal,3.999,4.001
1975,0.987,-0.000,1.557,GOAL,1.000,40.75,0.155,0.642,0.708,NavigateToGoal,3.999,4.001
1976,0.987,-0.000,1.557,GOAL,1.000,40.72,0.146,0.682,0.691,NavigateToGoal,3.999,4.001
1977,0.987,-0.000,1.558,GOAL,1.000,40.69,0.112,0.651,0.652,NavigateToGoal,3.999,4.001
1978,0.988,-0.000,1.558,GOAL,1.000,40.66,0.146,0.661,0.688,NavigateToGoal,3.999,4.001
1979,0.988,-0.000,1.558,GOAL,1.000,40.63,0.158,0.689,0.680,NavigateToGoal,3.999,4.001
1980,0.988,-0.000,1.558,GOAL,1.000,40.60,0.185,0.647,0.670,NavigateToGoal,3.999,4.001
1981,0.988,-0.000,1.558,GOAL,1.000,40.57,0.136,0.672,0.658,NavigateToGoal,3.999,4.001
1982,0.988,-0.000,1.558,GOAL,1.000,40.54,0.186,0.703,0.672,NavigateToGoal,3.999,4.001
1983,0.988,-0.000,1.558,GOAL,1.000,40.51,0.134,0.670,0.675,NavigateToGoal,3.999,4.001
1984,0.988,-0.000,1.558,GOAL,1.000,40.48,0.128,0.655,0.675,NavigateToGoal,3.999,4.001
1985,0.988,-0.000,1.558,GOAL,1.000,40.45,0.141,0.657,0.688,NavigateToGoal,3.999,4.001
1986,0.988,-0.000,1.558,GOAL,1.000,40.42,0.155,0.666,0.674,NavigateToGoal,3.999,4.001
1987,0.988,-0.000,1.558,GOAL,1.000,40.39,0.155,0.642,0.672,NavigateToGoal,3.999,4.001
1988,0.988,-0.000,1.558,GOAL,1.000,40.36,0.118,0.677,0.657,NavigateToGoal,3.999,4.001
1989,0.988,-0.000,1.558,GOAL,1.000,40.33,0.094,0.660,0.649,NavigateToGoal,3.999,4.001
1990,0.988,-0.000,1.558,GOAL,1.000,40.30,0.155,0.670,0.698,NavigateToGoal,3.999,4.001
1991,0.988,-0.000,1.558,GOAL,1.000,40.27,0.155,0.634,0.676,NavigateToGoal,3.999,4.001
1992,0.988,-0.000,1.559,GOAL,1.000,40.24,0.208,0.688,0.680,NavigateToGoal,3.999,4.001
1993,0.989,-0.000,1.559,GOAL,1.000,40.21,0.138,0.689,0.681,NavigateToGoal,3.999,4.001
1994,0.989,-0.000,1.559,GOAL,1.000,40.18,0.142,0.664,0.677,NavigateToGoal,3.999,4.001
1995,0.989,-0.000,1.559,GOAL,1.000,40.15,0.180,0.666,0.665,NavigateToGoal,3.999,4.001
1996,0.989,-0.000,1.559,GOAL,1.000,40.12,0.162,0.687,0.694,NavigateToGoal,3.999,4.001
1997,0.989,-0.000,1.559,GOAL,1.000,40.09,0.155,0.659,0.649,NavigateToGoal,3.999,4.001
1998,0.989,-0.000,1.559,GOAL,1.000,40.06,0.149,0.666,0.687,NavigateToGoal,3.999,4.001
1999,0.989,-0.000,1.559,GOAL,1.000,40.03,0.141,0.652,0.688,NavigateToGoal,3.999,4.001
2000,0.989,-0.000,1.559,GOAL,1.000,40.00,0.156,0.678,0.671,NavigateToGoal,3.999,4.001
2001,0.989,-0.000,1.559,GOAL,1.000,39.97,0.134,0.658,0.675,NavigateToGoal,3.999,4.001
2002,0.989,-0.000,1.559,GOAL,1.000,39.94,0.141,0.676,0.692,NavigateToGoal,3.999,4.001
2003,0.989,-0.000,1.559,GOAL,1.000,39.91,0.143,0.676,0.661,NavigateToGoal,3.999,4.001
2004,0.989,-0.000,1.559,GOAL,1.000,39.88,0.171,0.642,0.686,NavigateToGoal,3.999,4.001
2005,0.989,-0.000,1.559,GOAL,1.000,39.85,0.152,0.687,0.695,NavigateToGoal,3.999,4.001
2006,0.989,-0.000,1.559,GOAL,1.000,39.82,0.163,0.678,0.663,NavigateToGoal,3.999,4.001
2007,0.989,-0.000,1.560,GOAL,1.000,39.79,0.122,0.628,0.643,NavigateToGoal,3.999,4.001
2008,0.989,-0.000,1.560,GOAL,1.000,39.76,0.127,0.663,0.677,NavigateToGoal,3.999,4.001
2009,0.989,-0.000,1.560,GOAL,1.000,39.73,0.127,0.672,0.666,NavigateToGoal,3.999,4.001
2010,0.990,-0.000,1.560,GOAL,1.000,39.70,0.178,0.665,0.703,NavigateToGoal,3.999,4.001
2011,0.990,-0.000,1.560,GOAL,1.000,39.67,0.128,0.646,0.660,NavigateToGoal,3.999,4.001
2012,0.990,-0.000,1.560,GOAL,1.000,39.64,0.170,0.677,0.672,NavigateToGoal,3.999,4.001
2013,0.990,-0.000,1.560,GOAL,1.000,39.61,0.121,0.666,0.660,NavigateToGoal,3.999,4.001
2014,0.990,-0.000,1.560,GOAL,1.000,39.58,0.163,0.666,0.666,NavigateToGoal,3.999,4.001
2015,0.990,-0.000,1.560,GOAL,1.000,39.55,0.118,0.654,0.654,NavigateToGoal,3.999,4.001
2016,0.990,-0.000,1.560,GOAL,1.000,39.52,0.165,0.700,0.672,NavigateToGoal,3.999,4.001
2017,0.990,-0.000,1.560,GOAL,1.000,39.49,0.162,0.693,0.667,NavigateToGoal,3.999,4.001
2018,0.990,-0.000,1.560,GOAL,1.000,39.46,0.166,0.661,0.677,NavigateToGoal,3.999,4.001
2019,0.990,-0.000,1.560,GOAL,1.000,39.43,0.189,0.681,0.685,NavigateToGoal,3.999,4.001
2020,0.990,-0.000,1.560,GOAL,1.000,39.40,0.150,0.667,0.682,NavigateToGoal,3.999,4.001
2021,0.990,-0.000,1.560,GOAL,1.000,39.37,0.108,0.660,0.650,NavigateToGoal,3.999,4.001
